LCDM,Ursem,Li et al.,Cheng,Tilahun,Salleh et al.,Wineberg and Oppacher,Zhu et al.,Shi,Wang et al.,Zhao et al.,Osuna Enciso et al.
1.566553577605855e-06,0.5706029490196017,0.5706029490196017,0.9179013816102912,0.5706029490196017,0.9179013816102912,236890.0,158516.0,0.8014461952789043,1.9533898989898992,105333422772885866042479909779332107185486876318811805860239120862332,0.00015443039481157565
1.4974362534129296e-06,0.5680225952181668,0.5680225952181668,0.8605976849237718,0.5680225952181668,0.8605976849237718,236902.0,165707.0,0.8001723493633484,1.9536161616161616,100728466236612517702122056970282087751309783325738550782834887545716,0.00016161218852266
6.643009645365576e-07,0.5653183581647603,0.5653183581647603,0.8406274053769692,0.5653183581647603,0.8406274053769692,235792.0,165290.0,0.7944762319607334,1.9444363636363635,108840061751495313782103055883569011684796246282370684430645850110078,0.00014897216592815068
9.24533296311722e-07,0.5681166398316556,0.5681166398316556,0.9056799976265353,0.5681166398316556,0.9056799976265353,236214.0,166413.0,0.7987435524800904,1.9478787878787878,100963671149587003563866261487219935707144124841561777835997780673110,0.000157582035522016
9.541653940487761e-07,0.5689837732643293,0.5689837732643293,0.8191258161190195,0.5689837732643293,0.8191258161190195,236688.0,162759.0,0.7995369853188404,1.9517575757575758,106865587222302615990427934600836311436223684772166478411993190416754,0.00016244742144425292
1.0303514505065748e-06,0.5614471966333067,0.5614471966333067,0.7480048770777346,0.5614471966333066,0.7480048770777346,235296.0,159606.0,0.789762666556982,1.940258585858586,105897691293382550494668042360022766705179494473798348016769924314982,0.00014427708136386278
6.665720558820657e-07,0.5677491943139367,0.5677491943139367,0.8446041531023589,0.5677491943139364,0.8446041531023589,235596.0,154595.0,0.7974272083428637,1.9427636363636365,109796475395250743123420906628028532165995206963090073323802072179118,0.00015513086363808156
6.543712555814294e-07,0.5712059439162831,0.5712059439162831,0.7994280827686289,0.571205943916283,0.7994280827686289,235756.0,167790.0,0.8025935114790371,1.9439111111111111,110900128338216791538545340285020828606286472999299154976575562911634,0.0001497102304806081
9.519055948910174e-07,0.5681735231927291,0.5681735231927291,0.8425207702888582,0.5681735231927291,0.8425207702888582,235821.0,154284.0,0.7977807188523878,1.9446303030303032,111526449295757456913872686285386635319260110944805032099783115486338,0.00015675480466643287
6.389271959728715e-07,0.5620887853914621,0.5620887853914621,0.8275435868503255,0.562088785391462,0.8275435868503255,235432.0,153675.0,0.7908968595382789,1.941640404040404,99248841165780022813285195495913903267907999931097640346765582485438,0.00013773147960041793
1.6678652943613104e-06,0.5707143298985833,0.5707143298985833,0.79533230733417,0.5707143298985832,0.79533230733417,235473.0,149566.0,0.8000708940816517,1.94180202020202,108342122227116978908788546707703817583365420617763781054500271082740,0.00014662176252142303
7.912169654962014e-07,0.5672504101747632,0.5672504101747632,0.8557620755351342,0.5672504101747633,0.8557620755351342,235592.0,152889.0,0.7979195872377874,1.9426262626262627,112553305196457068284076112682469531695541901694585396868503778881608,0.00014974273025966905
1.8278608975682793e-06,0.5682880097769694,0.5682880097769694,0.8252414876615103,0.5682880097769694,0.8252414876615103,236167.0,156093.0,0.7994962416585596,1.9476282828282827,111491246855507296110785091264118025580188874295049931652552160570982,0.00015355572702017916
6.721567524963497e-07,0.5684086835533187,0.5684086835533187,0.7559058096415331,0.5684086835533185,0.7559058096415331,235258.0,153957.0,0.7984103890767937,1.9399434343434343,104270821809405722528815933481384062413824677549790655772951915616878,0.00014571845628731062
3.697579712156971e-07,0.5708178686716981,0.5708178686716981,0.8163814316932657,0.570817868671698,0.8163814316932657,236173.0,156386.0,0.8022196808647138,1.9475474747474748,113090687431233089131459594605624213794032118748187022086622943307896,0.00015836345113628392
